index,rate_num,score,season_name,season_num,series_name
393238,3616,6.4,拥有超常技能的异世界流浪美食家,1,拥有超常技能的异世界流浪美食家
462459,1330,6.6,拥有超常技能的异世界流浪美食家 第二季,2,拥有超常技能的异世界流浪美食家
1262,3499,7.4,魔法少女奈叶,1,魔法少女奈叶
1263,2923,7.7,魔法少女奈叶A's,2,魔法少女奈叶
1264,2251,7.3,魔法少女奈叶StrikerS,3,魔法少女奈叶
110867,1175,6.2,魔法少女奈叶ViVid,4,魔法少女奈叶
186939,15,5.3,魔法少女奈叶ViVid 2期,5,魔法少女奈叶
193373,3480,7.0,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 雪下的誓言,1,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 雪下的誓言
306971,1339,6.5,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 Licht 无名的少女,2,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 雪下的誓言
347191,40,7.0,Fate/kaleid liner 魔法少女☆伊莉雅 续篇,3,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 雪下的誓言
96977,3427,6.0,七人魔法使,1,七人魔法使
186570,994,5.8,剧场版 七人魔法使 悠久图书馆与炼金术少女,2,七人魔法使
252432,718,5.8,剧场版 七人魔法使 天空图书馆与真红的魔王,3,七人魔法使
200589,3340,5.4,爆肝工程师的异世界狂想曲,1,爆肝工程师的异世界狂想曲
524169,0,0.0,爆肝工程师的异世界狂想曲 续篇,2,爆肝工程师的异世界狂想曲
502142,3313,6.9,克雷瓦提斯-魔兽之王与婴儿与尸之勇者-,1,克雷瓦提斯-魔兽之王与婴儿与尸之勇者-
585820,1,7.0,克雷瓦提斯 第二季 -魔兽之王与虚伪的勇者传承-,2,克雷瓦提斯-魔兽之王与婴儿与尸之勇者-
496086,3213,6.8,光死去的夏天,1,光死去的夏天
589302,0,0.0,光死去的夏天 第二季,2,光死去的夏天
481410,3201,6.3,叹气的亡灵想隐退,1,叹气的亡灵想隐退
530290,1890,6.8,叹气的亡灵想隐退 第2部分,2,叹气的亡灵想隐退
175457,3088,6.7,一人之下,1,一人之下
206925,2480,7.1,一人之下 第二季,2,一人之下
285784,1512,6.9,一人之下3·入世篇,3,一人之下
312310,1122,7.1,一人之下4 出发！碧游村,4,一人之下
360773,939,7.3,一人之下5 决战！碧游村,5,一人之下
507819,78,6.5,一人之下 第六季,6,一人之下
317275,3082,6.0,月光下的异世界之旅,1,月光下的异世界之旅
350235,1582,5.8,月光下的异世界之旅 第二幕,2,月光下的异世界之旅
501044,2,7.5,月光下的异世界之旅 第三幕,3,月光下的异世界之旅
507634,3037,4.1,弹珠汽水瓶里的千岁同学,1,弹珠汽水瓶里的千岁同学
584847,19,2.9,弹珠汽水瓶里的千岁同学 第2部分,2,弹珠汽水瓶里的千岁同学
359980,3004,5.9,恋爱游戏世界对路人角色很不友好,1,恋爱游戏世界对路人角色很不友好
412144,4,7.0,恋爱游戏世界对路人角色很不友好 第二季,2,恋爱游戏世界对路人角色很不友好
425988,2860,6.4,前辈是男孩子,1,前辈是男孩子
515392,422,6.1,电影 前辈是男孩子 雨过天晴,2,前辈是男孩子
390794,2720,6.7,黑暗集会,1,黑暗集会
601910,0,0.0,黑暗集会 第二季,2,黑暗集会
696,2696,8.1,剑风传奇,1,剑风传奇
162040,1621,6.8,剑风传奇,2,剑风传奇
192906,1110,7.0,剑风传奇 次篇,3,剑风传奇
45884,2652,7.4,出包王女Darkness OAD,1,出包王女Darkness OAD
210486,1570,7.1,出包王女Darkness OVA,2,出包王女Darkness OAD
241418,2603,7.3,擅长捉弄的高木同学 OVA,1,擅长捉弄的高木同学 OVA
271151,8761,7.7,擅长捉弄的高木同学 第二季,2,擅长捉弄的高木同学 OVA
347887,7812,8.0,擅长捉弄的高木同学 第三季,3,擅长捉弄的高木同学 OVA
347888,4088,7.7,擅长捉弄的高木同学 剧场版,4,擅长捉弄的高木同学 OVA
333448,2575,5.8,骸骨骑士大人异世界冒险中,1,骸骨骑士大人异世界冒险中
528828,0,0.0,骸骨骑士大人异世界冒险中 第二季,2,骸骨骑士大人异世界冒险中
3479,2468,6.0,圣痕炼金士,1,圣痕炼金士
10565,1391,5.9,圣痕炼金士II,2,圣痕炼金士
506258,2391,5.6,乡下大叔成为剑圣,1,乡下大叔成为剑圣
565701,0,0.0,乡下大叔成为剑圣 第二季,2,乡下大叔成为剑圣
509355,2342,6.5,野生的大魔王出现了！,1,野生的大魔王出现了！
616808,0,0.0,野生的大魔王出现了！第二季,2,野生的大魔王出现了！
276788,2301,6.8,小书痴的下克上 〜为了成为图书管理员而不择手段〜,1,小书痴的下克上 〜为了成为图书管理员而不择手段〜
296129,650,6.7,小书痴的下克上 〜为了成为图书管理员而不择手段〜 外传,2,小书痴的下克上 〜为了成为图书管理员而不择手段〜
295884,1735,7.0,小书痴的下克上 〜为了成为图书管理员而不择手段〜 第二季,3,小书痴的下克上 〜为了成为图书管理员而不择手段〜
310263,1179,6.8,小书痴的下克上 〜为了成为图书管理员而不择手段〜 第三季,4,小书痴的下克上 〜为了成为图书管理员而不择手段〜
469104,6,7.0,小书痴的下克上 〜为了成为图书管理员而不择手段〜 第四季,5,小书痴的下克上 〜为了成为图书管理员而不择手段〜
29323,2219,7.0,谜样女友X,1,谜样女友X
47533,438,6.8,谜样女友X OAD 谜之夏日祭典,2,谜样女友X
896,1985,7.5,向阳素描,1,向阳素描
330,1492,7.7,向阳素描×365,2,向阳素描
2662,934,7.6,向阳素描×365 特别篇,3,向阳素描
3622,1396,7.7,向阳素描×☆☆☆,4,向阳素描
22241,772,7.6,向阳素描×SP,5,向阳素描
37819,1207,7.8,向阳素描×蜂窝,6,向阳素描
82233,832,8.0,向阳素描 沙英・寻 毕业篇,7,向阳素描
202880,1948,6.6,黑色五叶草,1,黑色五叶草
567896,2,8.5,黑色五叶草 第二季,2,黑色五叶草
463389,1940,5.2,我要招架一切 逆向误解的世界最强梦想成为冒险者,1,我要招架一切 逆向误解的世界最强梦想成为冒险者
571912,0,0.0,我要招架一切 逆向误解的世界最强梦想成为冒险者 第二季,2,我要招架一切 逆向误解的世界最强梦想成为冒险者
234195,1906,5.6,一脸嫌弃表情的妹子给你看胖次,1,一脸嫌弃表情的妹子给你看胖次
256668,1251,5.6,一脸嫌弃表情的妹子给你看胖次2,2,一脸嫌弃表情的妹子给你看胖次
630419,15,5.3,一脸嫌弃表情的妹子给你看胖次3,3,一脸嫌弃表情的妹子给你看胖次
575559,23,5.7,一脸嫌弃表情的妹子给你看胖次R,4,一脸嫌弃表情的妹子给你看胖次
448655,1879,7.5,大室家 亲爱的姐妹们,1,大室家 亲爱的姐妹们
448657,1405,7.5,大室家 亲爱的朋友们,2,大室家 亲爱的姐妹们
322900,1709,5.5,终末的女武神,1,终末的女武神
346982,910,5.7,终末的女武神Ⅱ 前篇,2,终末的女武神
425937,779,5.7,终末的女武神Ⅱ 后篇,3,终末的女武神
544020,367,5.8,终末的女武神 第三季,4,终末的女武神
398943,1663,5.9,女神咖啡厅,1,女神咖啡厅
442673,903,6.2,女神咖啡厅 第二季,2,女神咖啡厅
223147,1442,6.8,凡人修仙传之凡人风起天南,1,凡人修仙传之凡人风起天南
313634,1280,6.9,凡人修仙传之凡人风起天南 贰,2,凡人修仙传之凡人风起天南
320242,1144,6.9,凡人修仙传 特别篇 燕家堡大战,3,凡人修仙传之凡人风起天南
348240,1542,7.4,凡人修仙传 年番,4,凡人修仙传之凡人风起天南
445681,1042,7.4,凡人修仙传 星海飞驰篇 序章,5,凡人修仙传之凡人风起天南
406306,1331,7.8,凡人修仙传 新年番,6,凡人修仙传之凡人风起天南
518425,1693,8.1,凡人修仙传 第四季,7,凡人修仙传之凡人风起天南
607915,37,8.5,凡人修仙传 第五季,8,凡人修仙传之凡人风起天南
9713,1428,7.5,横滨购物纪行,1,横滨购物纪行
14684,773,6.9,横滨购物纪行 -Quiet Country Cafe-,2,横滨购物纪行
8484,1413,7.8,机动警察,1,机动警察
13552,909,8.2,机动警察 NEW OVA,2,机动警察
217071,4,6.3,机动警察 EZY 第一章,3,机动警察
622412,0,0.0,机动警察 EZY 第二章,4,机动警察
622413,0,0.0,机动警察 EZY 第三章,5,机动警察
498947,1403,6.1,咔嗒咔嗒,1,咔嗒咔嗒
614606,0,0.0,咔嗒咔嗒 第二季,2,咔嗒咔嗒
484402,1335,5.2,瞬间治疗却被视为无用而被流放的天才治疗师，以暗黑治疗师的身份幸福地生活着,1,瞬间治疗却被视为无用而被流放的天才治疗师，以暗黑治疗师的身份幸福地生活着
618391,0,0.0,瞬间治疗却被视为无用而被流放的天才治疗师，以暗黑治疗师的身份幸福地生活着 第二季,2,瞬间治疗却被视为无用而被流放的天才治疗师，以暗黑治疗师的身份幸福地生活着
8696,1187,7.4,机动警察 OVA,1,机动警察 OVA
9979,2126,7.8,机动警察剧场版1 东京毁灭战,2,机动警察 OVA
321,3836,8.8,机动警察剧场版2 和平保卫战,3,机动警察 OVA
81170,99,7.3,次世代 -机动警察-,4,机动警察 OVA
103359,86,6.1,次世代 -机动警察- 首都决战,5,机动警察 OVA
511126,1177,5.1,脱离了A级队伍的我，和从前的徒弟们前往迷宫深处。,1,脱离了A级队伍的我，和从前的徒弟们前往迷宫深处。
567062,0,0.0,脱离了A级队伍的我，和从前的徒弟们前往迷宫深处。 第二季,2,脱离了A级队伍的我，和从前的徒弟们前往迷宫深处。
459283,1168,6.9,葬送的芙莉莲 ～●●的魔法～,1,葬送的芙莉莲 ～●●的魔法～
549563,227,6.9,葬送的芙莉莲 ～●●的魔法～2期,2,葬送的芙莉莲 ～●●的魔法～
9588,1052,7.8,金田一少年事件簿,1,金田一少年事件簿
96861,539,6.8,金田一少年事件簿R,2,金田一少年事件簿
139950,325,7.1,金田一少年事件簿R 2期,3,金田一少年事件簿
8296,1028,7.6,ToHeart,1,ToHeart
8297,258,6.0,Toheart 回忆永恒,2,ToHeart
580872,980,7.3,链锯人 总集篇,1,链锯人 总集篇
470660,11054,8.4,剧场版 链锯人 蕾塞篇,2,链锯人 总集篇
616930,1,10.0,链锯人 刺客篇,3,链锯人 总集篇
345825,799,7.6,剑来,1,剑来
520300,123,7.4,剑来 第二季,2,剑来
4243,612,7.2,光之美少女,1,光之美少女
15946,283,6.7,光之美少女 Max Heart,2,光之美少女
15957,273,7.1,光之美少女 Splash Star,3,光之美少女
15007,348,6.6,Yes! 光之美少女5,4,光之美少女
15958,305,6.8,Yes! 光之美少女5 GoGo!,5,光之美少女
1109,391,7.2,Fresh 光之美少女！,6,光之美少女
4124,1330,8.1,Heart Catch 光之美少女！,7,光之美少女
11779,430,6.8,Suite 光之美少女♪,8,光之美少女
27332,631,7.3,Smile 光之美少女！,9,光之美少女
55100,683,6.7,心跳！光之美少女,10,光之美少女
88348,377,5.7,Happiness Charge 光之美少女！,11,光之美少女
119279,628,7.8,Go! Princess 光之美少女,12,光之美少女
159826,670,7.5,魔法使光之美少女！,13,光之美少女
196053,269,6.2,光之美少女 食尚甜心,14,光之美少女
228046,674,7.7,拥抱！光之美少女,15,光之美少女
264588,353,6.4,Star☆Twinkle 光之美少女,16,光之美少女
297094,256,6.4,Healin' Good ♥ 光之美少女,17,光之美少女
320857,347,7.3,热情闪耀！光之美少女,18,光之美少女
364932,229,5.1,美味派对♡光之美少女,19,光之美少女
409323,512,5.7,开阔天空！光之美少女,20,光之美少女
467784,340,6.2,美妙宠物 光之美少女！,21,光之美少女
526104,320,4.9,Idol光之美少女你与我♪,22,光之美少女
611077,408,6.6,名侦探光之美少女！,23,光之美少女
345802,442,6.7,仙逆,1,仙逆
481211,355,7.1,仙逆 年番,2,仙逆
526970,214,6.7,仙逆 年番2,3,仙逆
630676,21,6.9,仙逆 年番3,4,仙逆
544624,77,6.6,少女与战车 lovelove大作战！ 第1幕,1,少女与战车 lovelove大作战！ 第1幕
544626,15,7.1,少女与战车 lovelove大作战！ 第2幕,2,少女与战车 lovelove大作战！ 第1幕
544627,5,7.4,少女与战车 lovelove大作战！ 第3幕,3,少女与战车 lovelove大作战！ 第1幕
544628,1,7.0,少女与战车 lovelove大作战！ 第4幕,4,少女与战车 lovelove大作战！ 第1幕
